id,pid,accountno,balance
3706,764,60629,415
3707,258,54097,-853
3708,47,17919,-510
3709,63,55219,-480
3710,235,65515,624
3711,73,87652,260
3712,660,41216,425
3713,697,34948,-274
3714,689,82334,104
3715,242,49886,-294
3716,937,24850,826
3717,583,41290,3
3718,775,31649,-790
3719,865,84509,-815
3720,694,20303,-179
3721,120,32603,-717
3722,331,17307,-757
3723,694,51600,194
3724,569,33947,612
3725,96,40895,381
3726,958,77582,-124
3727,524,88583,344
3728,725,77530,-717
3729,117,83893,-151
3730,241,30308,-861
3731,390,75541,-63
3732,708,87830,357
3733,822,30345,-615
3734,206,36520,631
3735,695,14982,23
3736,988,84841,239
3737,189,68277,-313
3738,696,66302,-987
3739,795,62923,277
3740,52,61177,235
3741,223,33645,661
3742,302,32774,-440
3743,194,63267,303
3744,709,25853,887
3745,365,30032,476
3746,587,74550,733
3747,963,74186,-865
3748,463,84431,-203
3749,864,58366,241
3750,664,81414,648
3751,99,61554,260
3752,131,41332,-344
3753,143,45316,-241
3754,354,20296,-119
3755,559,14110,952
3756,218,57737,159
3757,727,72156,975
3758,515,55894,234
3759,786,56583,849
3760,3,84017,685
3761,968,12012,421
3762,858,33569,535
3763,923,35294,-133
3764,805,38825,768
3765,120,17713,167
3766,818,25912,446
3767,498,57157,170
3768,300,82564,874
3769,390,38811,975
3770,904,89064,-859
3771,34,85695,344
3772,357,52129,-768
3773,998,40793,-139
3774,531,48611,-745
3775,859,74258,775
3776,59,21932,-813
3777,802,63075,756
3778,412,29954,852
3779,864,48053,28
3780,170,23912,975
3781,143,34793,707
3782,661,75303,-239
3783,659,65225,-658
3784,881,35545,-326
3785,27,14103,929
3786,408,23071,298
3787,41,80247,199
3788,199,40048,-335
3789,418,40838,-838
3790,84,39552,-857
3791,509,88343,855
3792,379,71331,766
3793,975,75614,-115
3794,235,58190,66
3795,148,45618,-984
3796,152,11308,259
3797,154,23790,887
3798,550,89108,173
3799,575,30368,-271
3800,536,41905,562
3801,555,44729,254
3802,168,79917,937
3803,903,18543,657
3804,772,32436,433
3805,571,81979,885
3806,890,60011,88
3807,894,22165,-912
3808,857,37914,941
3809,48,37876,899
3810,894,61823,900
3811,105,61852,-540
3812,493,52606,874
3813,903,28962,-817
3814,668,45345,-729
3815,555,55835,393
3816,240,37410,-845
3817,444,70604,-950
3818,760,34793,-375
3819,680,34016,440
3820,469,74507,-507
3821,446,71124,-422
3822,354,50126,-916
3823,271,79347,-813
3824,557,74496,489
3825,926,34532,-889
3826,455,78358,-331
3827,845,67526,-228
3828,605,78411,554
3829,363,64648,765
3830,505,18887,-153
3831,53,68390,296
3832,535,54198,-350
3833,839,37362,-970
3834,146,82385,-999
3835,61,36880,-487
3836,532,39271,592
3837,666,65221,-48
3838,213,74453,-917
3839,925,15790,-218
3840,487,56934,468
3841,121,55259,28
3842,919,20224,771
3843,838,79522,345
3844,839,54232,841
3845,916,32331,-782
3846,293,66041,-870
3847,239,18261,284
3848,480,86260,777
3849,910,10255,-386
3850,435,42097,469
3851,137,60264,-275
3852,779,67800,557
3853,175,56061,-195
3854,783,76994,571
3855,344,28667,729
3856,573,26269,522
3857,184,48744,-382
3858,925,66083,637
3859,711,25191,-238
3860,433,17684,106
3861,381,53200,-849
3862,999,33159,-292
3863,690,30073,79
3864,22,10488,335
3865,990,11699,20
3866,947,43068,703
3867,227,42149,-600
3868,199,37179,-46
3869,76,68618,-740
3870,584,82577,470
3871,115,32967,-507
3872,925,59142,-550
3873,642,71023,-827
3874,989,76791,4
3875,966,85161,50
3876,938,56550,-758
3877,85,31490,831
3878,440,43814,616
3879,763,70317,-786
3880,964,78237,247
3881,57,64187,48
3882,277,64687,333
3883,40,13450,276
3884,690,14394,694
3885,539,29227,-177
3886,98,24184,460
3887,997,35649,72
3888,122,44962,-93
3889,989,74001,-945
3890,482,49192,-658
3891,506,60524,-782
3892,786,45724,-653
3893,227,33118,887
3894,689,61678,215
3895,637,10797,919
3896,812,63621,-455
3897,322,40458,-32
3898,319,43098,111
3899,131,43779,567
3900,774,22582,385
3901,43,88981,-557
3902,740,53215,-458
3903,261,89511,116
3904,59,43669,-139
3905,498,21515,-422
3906,807,39742,-479
3907,702,12581,-115
3908,648,82891,-850
3909,525,53128,358
3910,97,31752,-313
3911,858,12844,-274
3912,622,40654,-565
3913,113,63967,-422
3914,423,24341,962
3915,35,21009,-806
3916,895,62173,-424
3917,410,56001,-17
3918,957,59695,-35
3919,803,82506,-677
3920,907,76549,-774
3921,859,30073,-999
3922,732,80163,-192
3923,810,71929,640
3924,929,22258,-261
3925,309,11542,-600
3926,417,78584,605
3927,995,64370,-609
3928,26,10712,-290
3929,642,43757,837
3930,631,53607,936
3931,151,31688,-840
3932,176,84414,666
3933,951,44962,-277
3934,713,57310,-187
3935,613,18816,-947
3936,779,36066,427
3937,295,75066,-561
3938,827,17501,733
3939,193,22663,944
3940,235,44333,581
3941,822,76819,52
3942,56,11180,930
3943,451,60441,289
3944,816,71582,-876
3945,435,17071,434
3946,362,83214,851
3947,889,85975,-753
3948,480,27698,161
3949,23,52398,-278
3950,916,30690,289
3951,727,57771,-815
3952,727,81916,454
3953,673,84473,-578
3954,339,29027,-433
3955,570,82780,-945
3956,740,19728,-390
3957,219,88317,962
3958,636,24570,799
3959,759,16280,-297
3960,698,41026,550
3961,51,20639,808
3962,595,79957,799
3963,800,80977,-163
3964,213,87107,-409
3965,119,34957,-631
3966,814,35490,532
3967,444,23690,-742
3968,555,19409,10
3969,418,34537,760
3970,143,46169,-218
3971,176,63920,139
3972,348,77788,236
3973,168,37444,-889
3974,746,49666,895
3975,63,86072,-205
3976,40,30221,-119
3977,754,31719,-759
3978,696,56486,608
3979,492,80706,-466
3980,536,43349,-398
3981,100,65497,66
3982,368,26588,532
3983,116,81132,-318
3984,241,51240,682
3985,841,16558,-728
3986,387,45085,-180
3987,724,54104,694
3988,938,38156,414
3989,577,36997,142
3990,712,85396,-704
3991,379,21831,379
3992,691,71223,-926
3993,830,25074,-393
3994,43,51817,703
3995,459,79116,-243
3996,436,54336,-847
3997,407,89370,-653
3998,367,49044,-650
3999,59,51942,-394
4000,772,46702,680
4001,321,14607,123
4002,470,63951,610
4003,580,73750,835
4004,413,70037,-262
4005,104,71771,-354
4006,834,38601,83
4007,306,58497,492
4008,11,27019,-925
4009,468,77067,-944
4010,58,54202,-105
4011,741,76859,-218
4012,399,70819,544
4013,204,12313,-738
4014,16,61010,-497
4015,747,52521,965
4016,521,48269,-127
4017,778,54635,68
4018,964,55318,154
4019,256,74858,840
4020,232,56320,332
4021,192,31656,-577
4022,373,15032,-49
4023,283,52092,447
4024,993,42563,-140
4025,44,35838,-788
4026,349,53532,588
4027,150,14703,-625
4028,328,63041,45
4029,637,47346,-901
4030,63,88394,816
4031,163,53232,-847
4032,270,79883,918
4033,253,45611,229
4034,985,44676,137
4035,430,49501,409
4036,790,15854,109
4037,460,20699,246
4038,231,26572,-174
4039,873,63640,557
4040,985,62326,-368
4041,989,68345,-495
4042,704,53947,-843
4043,187,88010,-548
4044,493,55352,497
4045,50,55907,685
4046,717,80888,-946
4047,762,64485,563
4048,162,87409,-121
4049,29,78834,458
4050,609,78249,-9
4051,595,79064,273
4052,556,53110,-250
4053,585,79835,548
4054,565,69265,705
4055,697,43647,682
4056,963,32059,45
4057,179,75824,-405
4058,955,14953,750
4059,537,63626,-739
4060,198,64657,-661
4061,900,74096,-128
4062,614,42936,185
4063,402,38755,784
4064,126,68292,98
4065,737,81820,-878
4066,970,38360,-826
4067,527,54140,-439
4068,678,39260,-384
4069,180,53897,857
4070,609,75167,120
4071,495,66366,-267
4072,281,26923,607
4073,28,14522,-727
4074,101,85405,-219
4075,224,66891,-639
4076,357,15782,193
4077,912,50556,-501
4078,449,10940,-928
4079,3,20000,43
4080,180,76010,-855
4081,835,47580,329
4082,934,66184,-521
4083,931,21568,-635
4084,714,46922,509
4085,634,18977,-251
4086,328,53873,-695
4087,873,61947,815
4088,333,69158,818
4089,810,20294,588
4090,490,83666,950
4091,699,51625,942
4092,93,82882,-914
4093,180,70538,-721
4094,464,66111,-651
4095,962,76689,363
4096,128,30978,-458
4097,64,68814,571
4098,637,65814,-679
4099,938,19032,737
4100,801,85119,-249
4101,864,13999,-501
4102,664,54879,664
4103,752,31643,298
4104,264,61549,-81
4105,715,58034,-38
4106,901,63565,-250
4107,712,33706,-806
4108,48,68762,190
4109,639,31241,118
4110,634,55738,275
4111,854,57788,161
4112,240,22060,324
4113,331,70454,-119
4114,22,49833,299
4115,309,64894,-466
4116,279,64853,-936
4117,334,46866,728
4118,238,21445,870
4119,375,43758,28
4120,534,46077,752
4121,484,11188,-593
4122,234,40346,904
4123,454,89526,-149
4124,131,55668,534
4125,441,76830,379
4126,852,89511,771
4127,192,77518,-962
4128,161,22783,751
4129,94,79486,-574
4130,882,59707,748
4131,872,27265,121
4132,54,89408,-877
4133,268,64337,761
4134,63,66683,397
4135,196,19915,804
4136,53,32959,-332
4137,886,56211,-704
4138,753,13241,-413
4139,263,80474,-979
4140,167,19580,780
4141,437,19223,390
4142,482,39961,517
4143,602,31357,-816
4144,761,27103,228
4145,670,25391,902
4146,496,23352,834
4147,500,19049,421
4148,200,51558,975
4149,323,76877,968
4150,833,64299,734
4151,734,77106,889
4152,631,32336,-2
4153,877,60203,-738
4154,793,38205,416
4155,869,69491,-613
4156,213,66022,-964
4157,502,45304,-601
4158,741,64812,598
4159,845,76505,-44
4160,46,84010,-352
4161,778,35343,558
4162,999,33165,101
4163,259,85853,782
4164,889,20279,-805
4165,717,46716,206
4166,334,33468,-629
4167,94,72363,-488
4168,641,69739,-525
4169,325,83219,-910
4170,939,19375,587
4171,903,88043,539
4172,967,35286,-108
4173,906,61175,795
4174,746,87082,-780
4175,316,16723,-31
4176,993,73926,-436
4177,229,59558,568
4178,169,39567,-863
4179,289,50113,381
4180,167,41639,-951
4181,800,25707,-856
4182,578,31283,-209
4183,854,71287,194
4184,869,84705,-251
4185,640,18167,-564
4186,334,73072,-172
4187,237,81278,-744
4188,890,25151,440
4189,744,30585,-268
4190,181,37254,-973
4191,810,72233,-422
4192,385,54608,448
4193,798,35079,-322
4194,938,12900,-597
4195,689,59137,205
4196,529,63077,-975
4197,290,48810,838
4198,412,11565,-157
4199,294,66745,561
4200,349,49274,-239
4201,370,34319,832
4202,976,16695,389
4203,889,80193,-522
4204,805,89336,898
4205,470,72201,25
4206,917,60486,-237
4207,127,68914,-446
4208,526,28677,-956
4209,397,19119,879
4210,768,21432,990
4211,72,80834,-337
4212,866,75748,937
4213,726,67514,438
4214,701,16433,897
4215,355,74911,-352
4216,509,45423,-986
4217,306,85315,-332
4218,125,64750,271
4219,963,10161,501
4220,46,54645,-315
4221,831,44312,661
4222,731,20250,592
4223,86,39381,43
4224,137,52593,-129
4225,695,47306,786
4226,808,37202,-378
4227,584,50975,-696
4228,334,66084,585
4229,721,21208,-809
4230,219,41099,-388
4231,81,76419,-35
4232,483,30422,625
4233,899,60396,905
4234,730,18148,545
4235,682,32205,641
4236,248,53396,-194
4237,958,56089,-659
4238,895,86763,649
4239,730,80681,-126
4240,685,22017,-368
4241,408,76989,474
4242,893,17868,-576
4243,552,21531,-396
4244,154,32616,135
4245,292,54662,985
4246,697,71894,-556
4247,654,39634,-118
4248,723,82691,-323
4249,584,83748,-629
4250,898,61596,787
4251,130,23851,-63
4252,796,88973,103
4253,580,67930,-956
4254,372,24564,-719
4255,214,28424,690
4256,260,55755,89
4257,756,63067,-286
4258,939,86197,518
4259,155,81732,-681
4260,700,52464,-956
4261,162,26640,-400
4262,788,65755,446
4263,850,52760,-202
4264,19,55519,-483
4265,76,76135,-910
4266,765,30315,439
4267,159,34579,-492
4268,14,33254,-825
4269,550,31355,-691
4270,901,61994,592
4271,263,72095,-21
4272,122,23171,125
4273,888,24189,851
4274,9,61879,-267
4275,70,24195,-283
4276,291,18947,-552
4277,594,76281,-551
4278,636,83577,212
4279,691,45557,-536
4280,970,47315,48
4281,664,87162,-841
4282,294,31738,-73
4283,836,23485,999
4284,438,13195,-11
4285,372,46667,-25
4286,877,51398,-308
4287,821,60215,259
4288,620,87775,259
4289,372,49553,-121
4290,960,20032,686
4291,915,58921,-248
4292,910,67567,-642
4293,838,31594,589
4294,16,16717,-328
4295,332,16423,-443
4296,213,88485,89
4297,992,23070,-744
4298,834,89589,-258
4299,32,12586,357
4300,567,65693,124
4301,548,14930,273
4302,814,32589,256
4303,44,62864,-730
4304,592,48336,557
4305,816,59783,-810
4306,379,65553,-567
4307,702,72842,-340
4308,981,61996,-76
4309,117,42152,387
4310,971,80941,61
4311,564,29680,-196
4312,546,78695,985
4313,426,24278,918
4314,866,30469,-619
4315,417,15475,992
4316,870,52773,-495
4317,997,58359,-733
4318,64,15393,-442
4319,481,23243,-97
4320,550,24416,398
4321,812,80392,-245
4322,342,25715,-397
4323,772,76795,371
4324,412,28754,59
4325,8,87318,461
4326,663,73383,350
4327,280,62664,-351
4328,335,42053,237
4329,506,44019,-289
4330,835,27137,873
4331,163,43573,-899
4332,263,18789,-307
4333,104,82661,776
4334,705,78784,-442
4335,377,44504,-907
4336,783,40616,-199
4337,560,16358,-486
4338,569,43105,830
4339,809,62168,296
4340,729,70298,508
4341,466,74799,-115
4342,650,28341,920
4343,373,32206,-532
4344,636,54903,-437
4345,323,43913,-338
4346,647,27181,663
4347,255,49065,-113
4348,379,28090,-773
4349,704,67426,-978
4350,477,47943,-596
4351,415,10761,-581
4352,645,85256,-853
4353,546,75987,-16
4354,590,25662,329
4355,369,68553,546
4356,650,82030,-429
4357,21,39287,-509
4358,367,24294,-230
4359,471,29752,997
4360,396,44773,-933
4361,292,36310,914
4362,688,46039,30
4363,906,67644,-606
4364,778,19809,-162
4365,531,53706,374
4366,78,46579,645
4367,29,71130,693
4368,60,47926,634
4369,409,50890,512
4370,480,13616,608
4371,324,55825,560
4372,749,89931,-362
4373,788,23745,614
4374,144,73781,264
4375,525,48070,-913
4376,466,12788,-472
4377,689,82814,-189
4378,351,70381,-637
4379,733,28774,530
4380,483,62449,371
4381,512,83629,693
4382,792,49062,91
4383,221,52007,-227
4384,246,10017,329
4385,928,40426,742
4386,194,87691,-262
4387,907,42419,136
4388,604,61048,413
4389,756,76831,550
4390,884,59118,-162
4391,344,49102,-225
4392,285,71016,466
4393,641,44999,-788
4394,292,46801,200
4395,895,10757,-421
4396,738,72856,-325
4397,833,85004,-71
4398,687,41815,971
4399,856,62708,-955
4400,229,73662,-250
4401,307,74623,-176
4402,931,63970,932
4403,405,80627,-205
4404,460,38750,-67
4405,131,88249,207
4406,135,29173,879
4407,638,65853,-373
4408,852,88587,57
4409,291,40803,-780
4410,767,19715,932
4411,513,60788,486
4412,509,57812,-682
4413,835,23602,-189
4414,107,50766,-243
4415,231,60274,-604
4416,602,38655,-416
4417,126,48458,385
4418,969,36289,-15
4419,96,49010,637
4420,278,88415,981
4421,435,36209,-270
4422,425,60905,-120
4423,601,47951,575
4424,816,85293,-359
4425,742,82691,574
4426,455,88498,991
4427,456,44989,-616
4428,780,58431,-876
4429,378,10829,-966
4430,550,77598,-261
4431,291,34567,-967
4432,500,83407,-12
4433,922,30345,-267
4434,263,67814,-706
4435,959,18505,168
4436,111,31236,-915
4437,20,85110,475
4438,13,28078,-136
4439,859,55414,-851
4440,974,80990,345
4441,60,22940,120
4442,954,76296,-734
4443,999,16984,-157
4444,377,35008,-353
4445,78,32161,650
4446,206,39246,-242
4447,898,44695,83
4448,251,40859,-441
4449,505,39045,165
4450,219,21300,-679
4451,135,35366,-986
4452,302,64320,830
4453,729,60853,262
4454,712,12134,-481
4455,432,78046,804
4456,469,46110,-638
4457,290,12262,-749
4458,77,75991,261
4459,924,73436,101
4460,256,87260,884
4461,920,32577,404
4462,639,77297,766
4463,982,42143,298
4464,865,15691,-601
4465,395,55185,-645
4466,669,52286,-594
4467,684,81391,-226
4468,153,52565,-916
4469,840,59481,91
4470,19,28904,321
4471,254,47997,-399
4472,771,54855,865
4473,826,58058,-673
4474,628,42777,217
4475,271,77102,-383
4476,744,44133,451
4477,330,57625,497
4478,117,32666,235
4479,333,38990,-462
4480,650,78002,-175
4481,192,49424,891
4482,262,48316,775
4483,653,24488,532
4484,993,41567,-233
4485,458,50681,42
4486,766,47434,75
4487,467,50575,226
4488,437,89755,955
4489,994,72933,94
4490,916,14724,561
4491,334,72573,150
4492,339,33166,-404
4493,17,62636,254
4494,98,20300,338
4495,503,58207,-191
4496,188,25067,-463
4497,553,43009,-284
4498,819,62955,346
4499,8,49831,-791
4500,418,61492,-619
4501,931,82511,-8
4502,243,35050,538
4503,685,26685,-307
4504,573,71134,579
4505,503,53478,-294
4506,873,89725,805
4507,369,29483,-181
4508,642,65643,418
4509,449,25354,-986
4510,739,39248,200
4511,279,11240,-502
4512,49,85208,-630
4513,886,45611,93
4514,252,17852,447
4515,451,51894,-347
4516,826,40984,633
4517,466,45771,-938
4518,489,20920,283
4519,783,48235,758
4520,197,56839,-932
4521,702,75027,400
4522,639,87957,441
4523,804,21938,-317
4524,632,15750,838
4525,73,25130,-157
4526,497,24605,533
4527,549,41230,294
4528,602,44451,-967
4529,480,29505,-776
4530,101,19889,649
4531,148,76226,226
4532,554,20286,-205
4533,247,33046,803
4534,965,29363,69
4535,39,34176,-799
4536,58,71061,-15
4537,987,52263,-384
4538,667,18318,-770
4539,313,38563,304
4540,915,68697,-203
4541,327,45259,154
4542,296,11799,-919
4543,631,27700,761
4544,793,81950,518
4545,172,66609,385
4546,783,77673,604
4547,701,85046,340
4548,330,56316,67
4549,41,59499,-723
4550,506,45674,18
4551,53,50873,596
4552,284,71280,838
4553,292,66360,-966
4554,665,37073,655
4555,27,89290,861
4556,326,60691,286
4557,151,47952,569
4558,331,72066,-114
4559,276,23738,-783
4560,478,43842,-654
4561,619,88597,814
4562,456,57914,650
4563,428,85260,-198
4564,667,67738,-553
4565,918,19535,-638
4566,336,67356,-19
4567,126,26666,986
4568,28,82597,-831
4569,575,25498,328
4570,254,77866,249
4571,422,10606,-450
4572,906,25007,-341
4573,200,76060,655
4574,220,57108,913
4575,18,78851,-373
4576,548,60865,167
4577,801,77648,297
4578,830,62970,-516
4579,658,30295,356
4580,467,39105,-821
4581,555,51381,962
4582,863,87305,326
4583,20,70715,-488
4584,576,18210,-438
4585,857,52113,-789
4586,668,73394,278
4587,980,73805,-778
4588,599,11087,-799
4589,291,21714,-118
4590,699,86024,-485
4591,251,45903,-291
4592,352,25112,369
